0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.163287922036326449e+01,-3.510244030669915105e+01,-8.528566714074978350e+00,1.319287736499393654e-02,-3.680684393742937599e-03,-1.663517275864168522e-03
1.048322758469865335e+01,-4.391052773850908864e+01,-6.613217117971501580e+00,9.103685031317419393e-03,-8.940189500588608187e-03,-3.198087514860770402e-03
4.183170943331563763e+01,-4.177777314137803444e+01,3.283366382071339018e+00,2.159749872646502325e-02,-6.128229876266847939e-03,-2.546287482167049285e-03
9.485925524777773887e+01,-8.917440175078048981e+01,4.546018966376802695e+00,1.810415972169801893e-02,2.696033746511028797e-03,-2.926129226167629733e-03
1.203819327481095485e+02,-5.259669286566615654e+01,-1.175508442055544833e+00,2.462769247974577053e-02,-8.722449653413096374e-03,2.921660008167307511e-04
1.225562075497596908e+02,-8.172736295015901931e+01,7.790777474865922869e+00,1.949508140273111326e-02,6.195777230499925972e-03,1.790088283580556616e-03
6.884044945611582023e+01,-8.414959764906042494e+01,1.764700364230068885e+01,2.766940494063859987e-02,-5.269616449617554529e-03,2.208874222310883238e-03
6.554093592212406350e+01,-1.108839970585804195e+02,2.359035031426398277e+01,2.518482086888736496e-02,-2.046628046140850157e-02,-2.830454442866140070e-04
1.031267064806990419e+02,-1.406695134767224999e+02,2.073574611150412395e+01,3.482821599733443296e-02,-2.323827208520266516e-02,-3.190585024528538611e-03
1.239211287334706668e+02,-1.813507620025648635e+02,1.370598471182275269e+01,4.551956378212596022e-02,-3.419153082263415300e-02,-1.851066207887414484e-03
1.493381592711294275e+02,-1.600280666155782683e+02,1.812564070477386835e+01,4.352826545272768521e-02,-3.620641633215355981e-02,-2.866661655283477602e-03
1.259291528475764181e+02,-1.351358506066723635e+02,9.888890072658762520e+00,5.454963686168673442e-02,-4.541654249481152927e-02,-9.399364919977283052e-04
1.019528494384004915e+02,-1.886798270134245286e+02,1.651388803075125011e+01,4.970327265637899949e-02,-3.208540165300539926e-02,-2.082635124642856581e-03
1.498192851364365197e+02,-2.327048977710852000e+02,2.093167571455951403e+01,5.384817952900534943e-02,-2.911666417280649524e-02,9.213371911531973747e-04
1.409374966720288853e+02,-1.831935291343712038e+02,2.700766116259934080e+01,5.860731153859660703e-02,-4.161014427127920912e-02,4.000365678486132379e-03
1.193514712834066387e+02,-1.247632455590023000e+02,2.748958153821837769e+01,4.580824247788110870e-02,-2.852119213878296852e-02,1.203301880005370594e-03
1.044341612919206312e+02,-7.961502981620148489e+01,1.837388010652766468e+01,3.129893902503706749e-02,-4.383778116349618115e-02,4.008564651240168614e-03
9.292925561578617533e+01,-4.102423552611386981e+01,1.957196202815593367e+01,2.587450543982534878e-02,-5.788762577499775852e-02,2.429163018396806022e-03
1.293325538908827639e+02,-4.373892707827143056e+01,2.339076303870832518e+01,1.722971283080712221e-02,-6.659966346942669535e-02,5.465258034247038980e-04
1.587231264103412514e+02,-6.278589325132068666e+01,2.611966461379388704e+01,3.002471087233612307e-03,-5.495782541505048191e-02,1.634148219367659218e-03
2.088149443622220929e+02,-4.293261464793664572e+01,2.357989731512795473e+01,8.911324941147515805e-03,-7.055824310171647518e-02,5.394546924081503221e-04
1.642098326128696044e+02,-6.557836146254656740e+01,2.929439713340568119e+01,9.763534283040470330e-03,-6.876706644290525583e-02,1.167627155580644796e-05
1.635543029723468180e+02,-3.313154836516068258e+01,2.867397060670621656e+01,6.335416180469236741e-03,-8.138184319868986549e-02,-2.188784334974910265e-03
1.893969242969817515e+02,-7.314011779138218117e+01,3.341747915688046078e+01,1.828112239699393807e-02,-7.120568319045289529e-02,-1.637861792186433643e-05
1.849853945842718872e+02,-1.200002467409034779e+02,3.532220268036587640e+01,6.666853516502792287e-03,-8.016008972755542250e-02,3.424015698598647118e-03
