-1.311975108918166200e+02,-2.700735509583327030e+02,2.185635909442868297e+01,-8.192198691944421393e-03,3.724309616734595985e-03,-6.734622337462807702e-03
-1.753264650464084298e+02,-2.714413106813364038e+02,2.366001033376574014e+01,-2.289459962914120600e-02,-9.857258971517323873e-03,-3.650678611364464345e-03
-1.238039445736122275e+02,-3.153018053643496614e+02,3.235990008527143402e+01,-2.499618963700542956e-02,-1.999364451916021274e-02,-2.744188816860141863e-03
-7.420197945823427688e+01,-3.472869229318429234e+02,2.687331363364930326e+01,-1.531408137786559147e-02,-1.218407397177853450e-02,-5.672716863637081077e-04
-6.867924516187093786e+01,-3.308491665386853242e+02,3.658990872027587926e+01,-2.495437442018028779e-02,-1.521148190860526807e-02,-1.280648101771005151e-03
-5.535162994829890692e+01,-3.053557169399156805e+02,3.394448578174530695e+01,-3.351114690269060142e-02,-4.522947274380113500e-03,8.516663096608640630e-04
-1.150719779372784046e+01,-2.782413885260878033e+02,3.966556801874391169e+01,-3.203028812851254487e-02,-1.671613364057844553e-02,6.823378719017995486e-04
-3.913019919105775557e+01,-2.706379643401942872e+02,4.290593306714782074e+01,-3.358331947466165063e-02,-2.116427035506927845e-02,8.249885303596661470e-04
1.895717945184414077e+01,-2.168916873769026097e+02,4.408291623044270580e+01,-2.322368120805269609e-02,-2.504196290957561716e-02,-1.490476999636790355e-03
1.762769837863199029e+01,-2.053741632358095899e+02,4.377369253893402146e+01,-1.062999118902504571e-02,-3.011292230005167478e-02,-1.891616717300435889e-03
-2.537753400292443473e+01,-1.889688717467115850e+02,4.411125068329261012e+01,3.006853938047589561e-03,-2.254119106631104208e-02,5.870024695068564499e-04
-8.251059350861933694e+01,-2.132734392621513848e+02,3.541354116806906660e+01,8.148986388262953462e-04,-1.088306820428087268e-02,1.503802459336339844e-03
-1.339291268963364985e+02,-1.725703594517354418e+02,2.947581730602397698e+01,1.129960582365564792e-03,-2.531425167039687979e-03,-3.315853635514078544e-05
-1.342555156000272518e+02,-1.928711339876887223e+02,3.685516616606677331e+01,1.666352174660180874e-02,4.627017301556946710e-03,2.401987069952745378e-03
-1.564213213436736396e+02,-1.656853730459050666e+02,3.850098004930479334e+01,2.950057535390505220e-02,8.484428296621385895e-03,-8.141757019392646243e-04
-1.367896728492929697e+02,-1.800237185696350082e+02,4.510615957546932009e+01,4.467822834041750707e-02,2.256746752645184817e-02,1.519951255086906096e-03
-1.209194054372538005e+02,-2.163958584891528858e+02,4.797499121264574029e+01,4.770428111684130862e-02,1.994577716066533307e-02,4.939358822515871848e-03
-1.400028728852617235e+02,-1.823557312575994729e+02,4.111803830284613781e+01,6.289180294130566895e-02,2.647969434763974839e-02,5.395681415617815599e-03
-1.708474126185061266e+02,-1.893390852864397402e+02,5.069772361781428316e+01,6.159581644228230568e-02,1.552737214835370888e-02,3.532417802495091581e-03
-2.046218122805820769e+02,-2.017305059619539804e+02,5.698525983139201401e+01,6.427569259968421433e-02,1.578619704532998810e-02,3.780190627993639842e-03
-2.644230001866305315e+02,-1.764401001697023617e+02,6.040769268591643737e+01,5.095411537941120506e-02,1.456947424313084771e-02,4.936380420301267943e-04
